artists,country,popularity,is_explicit,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
GIMS,BE,80,False,167813,0.805,0.57,7,-9.007,0,0.101,0.175,3.38e-06,0.115,0.867,122.984,4
"WizTheMc, bees & honey",BE,94,False,176965,0.714,0.691,1,-7.333,1,0.0434,0.0212,0.000292,0.111,0.155,107.15,4
"Damso, I.A.",BE,67,True,180360,0.65,0.625,3,-6.439,0,0.0613,0.195,0.000368,0.101,0.606,190.001,4
"ROSÉ, Bruno Mars",BE,90,False,169917,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4
Tommy Cash,BE,79,False,173746,0.678,0.694,11,-6.183,0,0.0487,0.0123,1.62e-05,0.133,0.646,119.87,4
Damso,BE,66,True,165800,0.783,0.457,5,-8.015,1,0.402,0.191,1.56e-05,0.126,0.401,124.606,4
Gracie Abrams,BE,96,True,166300,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,4
"David Guetta, Sia",BE,87,False,187086,0.739,0.761,9,-5.39,0,0.0904,0.107,0.0,0.131,0.417,127.033,4
"Tate McRae, F1 The Album",BE,81,False,142550,0.656,0.796,9,-5.856,0,0.113,0.0767,0.0,0.509,0.425,129.956,4
Nono La Grinta,BE,79,True,172259,0.831,0.854,5,-5.52,0,0.0967,0.12,0.0,0.147,0.358,124.003,4
Damso,BE,66,True,166506,0.895,0.624,2,-5.086,1,0.0479,0.0125,0.0,0.231,0.312,130.064,4
"Lady Gaga, Bruno Mars",BE,91,False,251667,0.519,0.601,6,-7.727,0,0.0317,0.289,0.0,0.126,0.498,157.964,3
Damso,BE,66,True,211893,0.689,0.548,10,-7.346,0,0.0619,0.177,2.39e-05,0.0831,0.741,169.852,4
Damso,BE,66,True,216373,0.779,0.394,11,-8.958,0,0.0782,0.411,1.09e-05,0.111,0.616,119.984,4
sombr,BE,96,False,182088,0.642,0.887,0,-3.883,1,0.0406,0.137,0.0,0.0829,0.888,115.999,4
Ravyn Lenae,BE,90,False,213466,0.779,0.731,0,-6.176,1,0.0306,0.296,0.0,0.128,0.814,114.001,4
GIMS,BE,78,False,186461,0.797,0.605,4,-9.587,0,0.0769,0.129,0.0,0.13,0.874,129.933,4
Suzan & Freek,BE,68,False,202943,0.736,0.486,0,-7.627,0,0.043,0.162,0.0,0.121,0.562,110.026,4
sombr,BE,97,False,199032,0.436,0.723,1,-2.291,1,0.0301,9.37e-05,8.82e-05,0.0929,0.235,92.855,4
"KeBlack, Guy2Bezbar",BE,78,True,156676,0.603,0.782,6,-5.86,0,0.165,0.0319,0.0,0.0452,0.497,121.029,4
Doechii,BE,86,True,249302,0.807,0.596,0,-6.818,1,0.0394,0.321,0.000294,0.105,0.881,129.013,4
Benson Boone,BE,93,False,180304,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
Damso,BE,65,True,193133,0.877,0.525,9,-6.322,0,0.0497,0.0634,7.18e-05,0.122,0.583,109.961,4
Billie Eilish,BE,100,False,210373,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
"GIMS, DYSTINCT",BE,80,False,188818,0.823,0.691,9,-7.322,0,0.197,0.0774,1.73e-06,0.1,0.707,119.96,4
Siaka,BE,78,False,185693,0.79,0.575,3,-9.229,0,0.283,0.767,2.82e-06,0.109,0.444,137.108,4
"HUGEL, Topic, Arash, Daecolm",BE,89,False,214000,0.704,0.787,11,-6.751,0,0.0462,0.00926,0.00538,0.159,0.31,119.996,4
"MOLIY, Silent Addy, Skillibeng, Shenseea",BE,92,True,178775,0.856,0.548,0,-6.609,0,0.123,0.561,0.0,0.155,0.562,97.997,4
Tom Odell,BE,90,True,244360,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,4
Damso,BE,65,True,184520,0.706,0.621,8,-7.658,0,0.0835,0.147,0.0195,0.104,0.698,95.154,4
Suzan & Freek,BE,67,False,205714,0.725,0.47,11,-7.215,1,0.0301,0.528,0.0,0.113,0.45,104.984,4
Lord Huron,BE,92,False,208211,0.448,0.369,9,-9.514,1,0.0452,0.968,0.272,0.638,0.0998,174.097,3
Jul,BE,82,True,219293,0.718,0.894,8,-4.347,0,0.0551,0.0218,0.000185,0.0903,0.725,109.67,4
Lady Gaga,BE,88,False,223398,0.679,0.906,10,-3.443,0,0.0632,0.0119,0.0,0.229,0.652,126.01,4
"Calvin Harris, Clementine Douglas",BE,88,False,219650,0.721,0.875,11,-4.125,0,0.0557,0.0022,0.0285,0.0888,0.642,129.913,4
"SEYSEY, BOLEMVN",BE,70,True,179757,0.655,0.821,7,-5.372,0,0.0445,0.765,0.00891,0.0924,0.666,105.059,3
"Alex Warren, Jelly Roll",BE,87,False,182008,0.621,0.779,4,-6.346,0,0.056,0.255,0.0,0.0683,0.513,127.925,4
Myles Smith,BE,91,False,172533,0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,4
Damso,BE,64,True,168693,0.576,0.58,5,-8.29,1,0.361,0.122,7.22e-05,0.3,0.273,162.071,4
Damso,BE,63,True,168000,0.554,0.501,5,-9.338,1,0.37,0.274,1.23e-05,0.11,0.186,140.022,4
GIMS,BE,78,False,165978,0.917,0.658,1,-7.253,1,0.0933,0.0896,9.78e-06,0.0733,0.795,127.936,4
Alex Warren,GB,85,False,186964,0.368,0.694,2,-6.141,1,0.06,0.704,6.59e-06,0.055,0.391,168.115,3
Chappell Roan,GB,88,False,258034,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,4
Gracie Abrams,GB,97,True,166300,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,4
Ed Sheeran,GB,84,False,162029,0.663,0.899,6,-5.103,1,0.0473,0.00255,0.0,0.065,0.876,127.998,4
Lola Young,GB,90,True,284066,0.798,0.562,9,-5.913,1,0.0375,0.11,0.00606,0.122,0.647,110.991,4
Billie Eilish,GB,99,False,210373,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
"WizTheMc, bees & honey",GB,92,False,176965,0.714,0.691,1,-7.333,1,0.0434,0.0212,0.000292,0.111,0.155,107.15,4
Sabrina Carpenter,GB,92,True,186612,0.727,0.755,7,-5.152,1,0.036,0.17,0.0,0.101,0.903,117.015,4
"ROSÉ, Bruno Mars",GB,92,False,169917,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4
Tate McRae,GB,87,False,165045,0.861,0.815,11,-3.672,0,0.0349,0.0505,0.00139,0.1,0.886,106.978,4
Sabrina Carpenter,GB,90,True,175459,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,4
Sabrina Carpenter,GB,92,False,157279,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4
"Lady Gaga, Bruno Mars",GB,89,False,251667,0.519,0.601,6,-7.727,0,0.0317,0.289,0.0,0.126,0.498,157.964,3
Gigi Perez,GB,96,False,211978,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4
Chappell Roan,GB,95,False,218423,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4
Lana Del Rey,GB,53,False,311269,0.355,0.327,4,-11.395,1,0.0341,0.821,0.0862,0.112,0.128,102.088,4
Drake,GB,94,True,241023,0.537,0.727,5,-4.184,1,0.15,0.247,0.0,0.173,0.508,106.037,4
Doechii,GB,87,True,249302,0.807,0.596,0,-6.818,1,0.0394,0.321,0.000294,0.105,0.881,129.013,4
Benson Boone,GB,92,False,180304,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
"Chrystal, NOTION",GB,91,False,233229,0.62,0.843,6,-5.321,0,0.0844,0.0062,4.63e-06,0.55,0.237,137.812,4
Ravyn Lenae,GB,83,False,213466,0.779,0.731,0,-6.176,1,0.0306,0.296,0.0,0.128,0.814,114.001,4
Hozier,GB,86,False,251424,0.74,0.643,10,-5.446,1,0.0413,0.041,0.00229,0.0407,0.96,117.025,4
sombr,GB,86,False,182088,0.642,0.887,0,-3.883,1,0.0406,0.137,0.0,0.0829,0.888,115.999,4
The Killers,GB,89,False,222973,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,4
Natasha Bedingfield,GB,89,False,259333,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,4
Teddy Swims,GB,88,False,184577,0.707,0.68,8,-6.203,1,0.0884,0.274,0.0,0.0932,0.62,125.058,4
sombr,GB,90,False,199032,0.436,0.723,1,-2.291,1,0.0301,9.37e-05,8.82e-05,0.0929,0.235,92.855,4
Chappell Roan,GB,90,False,202768,0.558,0.901,4,-3.208,1,0.0583,0.0731,0.0,0.348,0.678,93.024,4
"Sonny Fodera, Jazzy, D.O.D",GB,83,False,207168,0.671,0.753,4,-6.045,0,0.0298,0.019,1.29e-05,0.177,0.543,127.926,4
Teddy Swims,GB,92,False,210688,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3
Alex Warren,GB,66,False,166880,0.525,0.66,10,-7.094,1,0.111,0.468,3.3e-06,0.128,0.458,123.787,4
Shaboozey,GB,84,True,171291,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4
Sabrina Carpenter,GB,88,True,186365,0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,4
"Kendrick Lamar, SZA",GB,95,True,232186,0.695,0.633,8,-4.946,1,0.0599,0.0612,0.000195,0.0926,0.557,96.782,4
Kendrick Lamar,GB,96,True,274192,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4
Lil Tecca,GB,92,True,136991,0.801,0.773,1,-3.756,0,0.155,0.055,0.0,0.189,0.709,101.935,4
Myles Smith,GB,88,False,172533,0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,4
Dasha,GB,87,True,171782,0.756,0.672,0,-6.743,1,0.0522,0.464,3.37e-06,0.108,0.739,114.935,4
"Nora Fatehi, Jason Derulo",GB,59,True,113268,0.742,0.571,8,-6.716,0,0.0658,0.65,4.07e-06,0.157,0.825,89.215,4
Fleetwood Mac,GB,89,False,257800,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,4
Benson Boone,GB,89,False,156582,0.533,0.758,2,-4.613,1,0.034,0.0437,0.0,0.16,0.515,149.719,4
"Kendrick Lamar, SZA",GB,94,False,177598,0.707,0.575,2,-7.546,1,0.125,0.251,0.0,0.248,0.576,138.008,4
"Post Malone, Morgan Wallen",GB,86,True,178205,0.644,0.874,0,-4.723,1,0.0265,0.0113,0.0,0.227,0.753,128.017,4
Ariana Grande,GB,76,False,198320,0.729,0.476,5,-7.381,1,0.0303,0.102,0.000111,0.0995,0.202,114.923,4
Sabrina Carpenter,GB,89,False,171869,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4
Lady Gaga,GB,87,False,223398,0.679,0.906,10,-3.443,0,0.0632,0.0119,0.0,0.229,0.652,126.01,4
Tate McRae,GB,91,True,180032,0.452,0.737,6,-6.22,1,0.27,0.354,0.0,0.105,0.179,147.822,4
Noah Kahan,GB,88,False,182346,0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,4
Teddy Swims,GB,89,False,212648,0.731,0.861,8,-5.483,0,0.0532,0.0193,0.0,0.123,0.759,127.922,4
Sabrina Carpenter,GB,88,True,223192,0.633,0.725,5,-4.257,1,0.0427,0.0461,0.0,0.205,0.64,130.504,4
Alex Warren,GB,39,False,186964,0.368,0.694,2,-6.141,1,0.06,0.704,6.59e-06,0.055,0.391,168.115,3
Gracie Abrams,GB,96,True,166300,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,4
Chappell Roan,GB,87,False,258034,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,4
Lola Young,GB,89,True,284066,0.798,0.562,9,-5.913,1,0.0375,0.11,0.00606,0.122,0.647,110.991,4
Doechii,GB,84,True,249302,0.807,0.596,0,-6.818,1,0.0394,0.321,0.000294,0.105,0.881,129.013,4
Ariana Grande,GB,0,False,198320,0.729,0.472,5,-7.396,1,0.0326,0.0959,8.31e-05,0.0932,0.234,114.892,4
"ROSÉ, Bruno Mars",GB,92,False,169917,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4
Billie Eilish,GB,98,False,210373,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
Tate McRae,GB,80,False,165045,0.861,0.815,11,-3.672,0,0.0349,0.0505,0.00139,0.1,0.886,106.978,4
Chappell Roan,GB,94,False,218423,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4
Gigi Perez,GB,95,False,211978,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4
"Lady Gaga, Bruno Mars",GB,87,False,251667,0.519,0.601,6,-7.727,0,0.0317,0.289,0.0,0.126,0.498,157.964,3
Sabrina Carpenter,GB,90,True,186612,0.727,0.755,7,-5.152,1,0.036,0.17,0.0,0.101,0.903,117.015,4
Sabrina Carpenter,GB,89,True,175459,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,4
Chappell Roan,GB,88,False,202768,0.558,0.901,4,-3.208,1,0.0583,0.0731,0.0,0.348,0.678,93.024,4
Sabrina Carpenter,GB,91,False,157279,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4
Benson Boone,GB,91,False,180304,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
Ariana Grande,GB,0,False,204815,0.603,0.467,10,-7.456,0,0.0878,0.649,0.0,0.192,0.357,169.802,4
Drake,GB,91,True,241023,0.537,0.727,5,-4.184,1,0.15,0.247,0.0,0.173,0.508,106.037,4
"WizTheMc, bees & honey",GB,88,False,176965,0.714,0.691,1,-7.333,1,0.0434,0.0212,0.000292,0.111,0.155,107.15,4
Ariana Grande,GB,0,False,201905,0.736,0.762,8,-6.48,1,0.0681,0.121,1.78e-05,0.0982,0.492,122.047,4
"Chrystal, NOTION",GB,90,False,233229,0.62,0.843,6,-5.321,0,0.0844,0.0062,4.63e-06,0.55,0.237,137.812,4
Kendrick Lamar,GB,96,True,274192,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4
Alex Warren,GB,87,False,166880,0.525,0.66,10,-7.094,1,0.111,0.468,3.3e-06,0.128,0.458,123.787,4
Lil Tecca,GB,88,True,136991,0.801,0.773,1,-3.756,0,0.155,0.055,0.0,0.189,0.709,101.935,4
"Kendrick Lamar, SZA",GB,95,True,232186,0.695,0.633,8,-4.946,1,0.0599,0.0612,0.000195,0.0926,0.557,96.782,4
Ariana Grande,GB,0,True,216264,0.61,0.265,0,-7.668,1,0.0262,0.893,0.0,0.159,0.145,96.871,4
Teddy Swims,GB,91,False,210688,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3
Hozier,GB,85,False,251424,0.74,0.643,10,-5.446,1,0.0413,0.041,0.00229,0.0407,0.96,117.025,4
Ariana Grande,GB,0,True,215834,0.514,0.617,1,-6.2,0,0.138,0.372,0.0,0.0804,0.421,187.008,4
Ravyn Lenae,GB,79,False,213466,0.779,0.731,0,-6.176,1,0.0306,0.296,0.0,0.128,0.814,114.001,4
Lady Gaga,GB,86,False,223398,0.679,0.906,10,-3.443,0,0.0632,0.0119,0.0,0.229,0.652,126.01,4
Tate McRae,GB,90,True,180032,0.452,0.737,6,-6.22,1,0.27,0.354,0.0,0.105,0.179,147.822,4
"Kendrick Lamar, SZA",GB,94,False,177598,0.707,0.575,2,-7.546,1,0.125,0.251,0.0,0.248,0.576,138.008,4
Teddy Swims,GB,87,False,184577,0.707,0.68,8,-6.203,1,0.0884,0.274,0.0,0.0932,0.62,125.058,4
The Killers,GB,88,False,222973,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,4
Natasha Bedingfield,GB,88,False,259333,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,4
Ariana Grande,GB,0,True,161252,0.345,0.369,10,-8.892,1,0.0363,0.778,0.0,0.0947,0.396,81.003,4
"Nemzzz, Central Cee",GB,42,True,160489,0.763,0.558,8,-9.49,1,0.157,0.253,0.0,0.743,0.501,142.983,4
Sabrina Carpenter,GB,88,False,171869,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4
Dasha,GB,86,True,171782,0.756,0.672,0,-6.743,1,0.0522,0.464,3.37e-06,0.108,0.739,114.935,4
Noah Kahan,GB,87,False,182346,0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,4
The Goo Goo Dolls,GB,90,False,289533,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,3
Myles Smith,GB,87,False,172533,0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,4
Sabrina Carpenter,GB,87,True,186365,0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,4
Shaboozey,GB,83,True,171291,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4
Teddy Swims,GB,88,False,212648,0.731,0.861,8,-5.483,0,0.0532,0.0193,0.0,0.123,0.759,127.922,4
Coldplay,GB,88,False,242373,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
"Sonny Fodera, Jazzy, D.O.D",GB,82,False,207168,0.671,0.753,4,-6.045,0,0.0298,0.019,1.29e-05,0.177,0.543,127.926,4
Imogen Heap,GB,89,False,215338,0.808,0.372,7,-10.759,0,0.0364,0.792,0.0,0.119,0.787,119.982,4
Alex Warren,GB,90,False,186964,0.446,0.682,2,-6.229,1,0.0497,0.739,9.51e-06,0.0562,0.382,112.252,4
Doechii,GB,41,True,249302,0.807,0.596,0,-6.818,1,0.0394,0.321,0.000294,0.105,0.881,129.013,4
Chappell Roan,GB,86,False,258034,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,4
Gracie Abrams,GB,96,True,166300,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,4
"ROSÉ, Bruno Mars",GB,91,False,169917,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4
Lola Young,GB,88,True,284066,0.798,0.562,9,-5.913,1,0.0375,0.11,0.00606,0.122,0.647,110.991,4
Playboi Carti,GB,80,True,183928,0.689,0.36,1,-7.029,1,0.0564,0.00665,6.11e-05,0.119,0.0599,154.009,4
Chappell Roan,GB,77,False,202768,0.558,0.901,4,-3.208,1,0.0583,0.0731,0.0,0.348,0.678,93.024,4
Chappell Roan,GB,93,False,218423,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4
"Lady Gaga, Bruno Mars",GB,81,False,251667,0.519,0.601,6,-7.727,0,0.0317,0.289,0.0,0.126,0.498,157.964,3
"Playboi Carti, The Weeknd",GB,78,True,209680,0.72,0.665,8,-4.431,1,0.0325,0.0583,0.0,0.213,0.279,132.991,4
Sabrina Carpenter,GB,90,False,157279,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4
Billie Eilish,GB,97,False,210373,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
Sabrina Carpenter,GB,88,True,175459,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,4
Sabrina Carpenter,GB,89,True,186612,0.727,0.755,7,-5.152,1,0.036,0.17,0.0,0.101,0.903,117.015,4
Kendrick Lamar,GB,96,True,274192,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4
Gigi Perez,GB,94,False,211978,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4
Tate McRae,GB,85,False,165045,0.861,0.815,11,-3.672,0,0.0342,0.0527,0.00127,0.1,0.897,106.986,4
Benson Boone,GB,90,False,180304,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
Lady Gaga,GB,81,False,223398,0.679,0.906,10,-3.443,0,0.0632,0.0119,0.0,0.229,0.652,126.01,4
"Kendrick Lamar, SZA",GB,94,True,232186,0.695,0.633,8,-4.946,1,0.0599,0.0612,0.000195,0.0926,0.557,96.782,4
"Playboi Carti, Travis Scott",GB,79,True,173320,0.432,0.62,7,-7.392,1,0.0486,0.202,5.12e-05,0.173,0.255,139.936,4
Sabrina Carpenter,GB,87,False,171869,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4
"Playboi Carti, Skepta",GB,76,True,135275,0.855,0.64,0,-5.936,1,0.204,0.00418,1.9e-06,0.0948,0.432,142.0,4
Teddy Swims,GB,90,False,210688,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3
"Chrystal, NOTION",GB,89,False,233229,0.62,0.843,6,-5.321,0,0.0844,0.0062,4.63e-06,0.55,0.237,137.812,4
Drake,GB,89,True,241023,0.537,0.727,5,-4.184,1,0.15,0.247,0.0,0.173,0.508,106.037,4
"Kendrick Lamar, SZA",GB,93,False,177598,0.707,0.575,2,-7.546,1,0.125,0.251,0.0,0.248,0.576,138.008,4
Hozier,GB,84,False,251424,0.74,0.643,10,-5.446,1,0.0413,0.041,0.00229,0.0407,0.96,117.025,4
Doechii,GB,92,True,159586,0.825,0.644,6,-3.24,0,0.33,0.0905,0.0,0.0795,0.622,93.292,4
Sabrina Carpenter,GB,86,True,186365,0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,4
Sleep Token,GB,75,False,386253,0.517,0.584,4,-6.729,0,0.035,0.0225,7.57e-05,0.0826,0.162,126.106,4
Tate McRae,GB,88,True,180032,0.452,0.737,6,-6.22,1,0.27,0.354,0.0,0.105,0.179,147.822,4
Chappell Roan,GB,82,False,184841,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,4
"Playboi Carti, Kendrick Lamar",GB,76,True,190373,0.744,0.679,0,-7.375,1,0.219,0.0197,3.68e-06,0.856,0.397,145.041,4
Playboi Carti,GB,77,True,156293,0.806,0.638,2,-6.358,1,0.278,0.00557,1.41e-06,0.11,0.263,148.111,4
Sabrina Carpenter,GB,86,True,223192,0.633,0.725,5,-4.257,1,0.0427,0.0461,0.0,0.205,0.64,130.504,4
"Playboi Carti, Kendrick Lamar, Jhené Aiko",GB,76,True,190053,0.766,0.694,8,-5.378,1,0.0431,0.0801,0.00779,0.0901,0.212,142.038,4
Teddy Swims,GB,84,False,184577,0.707,0.68,8,-6.203,1,0.0884,0.274,0.0,0.0932,0.62,125.058,4
"Playboi Carti, Travis Scott",GB,77,True,185706,0.823,0.694,11,-6.638,1,0.0674,0.0778,0.0,0.117,0.404,145.04,4
Myles Smith,GB,86,False,172533,0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,4
The Killers,GB,87,False,222973,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,4
Alex Warren,GB,84,False,166880,0.525,0.66,10,-7.094,1,0.111,0.468,3.3e-06,0.128,0.458,123.787,4
Shaboozey,GB,82,True,171291,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4
Natasha Bedingfield,GB,86,False,259333,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,4
The Goo Goo Dolls,GB,89,False,289533,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,3
Playboi Carti,GB,77,True,112992,0.643,0.686,6,-5.977,0,0.0445,0.0141,0.00018,0.0722,0.15,143.989,4
"Charli xcx, Billie Eilish",GB,85,False,143330,0.78,0.713,0,-4.493,1,0.0888,0.0167,0.206,0.144,0.615,130.034,4
Gracie Abrams,GB,89,True,157146,0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94,3
Noah Kahan,GB,86,False,182346,0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,4
Chappell Roan,GB,0,False,202768,0.558,0.901,4,-3.208,1,0.0583,0.0731,0.0,0.348,0.678,93.024,4
Playboi Carti,GB,80,True,183928,0.689,0.36,1,-7.029,1,0.0564,0.00665,6.11e-05,0.119,0.0599,154.009,4
Alex Warren,GB,90,False,186964,0.446,0.682,2,-6.229,1,0.0497,0.739,9.51e-06,0.0562,0.382,112.252,4
Doechii,GB,17,True,249302,0.807,0.596,0,-6.818,1,0.0394,0.321,0.000294,0.105,0.881,129.013,4
"Playboi Carti, Travis Scott",GB,79,True,173320,0.432,0.62,7,-7.392,1,0.0486,0.202,5.12e-05,0.173,0.255,139.936,4
Gracie Abrams,GB,96,True,166300,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,4
Chappell Roan,GB,86,False,258034,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,4
"Playboi Carti, The Weeknd",GB,78,True,209680,0.72,0.665,8,-4.431,1,0.0325,0.0583,0.0,0.213,0.279,132.991,4
Lola Young,GB,88,True,284066,0.798,0.562,9,-5.913,1,0.0375,0.11,0.00606,0.122,0.647,110.991,4
Playboi Carti,GB,78,True,161738,0.505,0.932,5,-2.094,1,0.0344,0.000117,0.0,0.166,0.156,144.035,4
Playboi Carti,GB,77,True,156293,0.806,0.638,2,-6.358,1,0.278,0.00557,1.41e-06,0.11,0.263,148.111,4
"ROSÉ, Bruno Mars",GB,91,False,169917,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4
Playboi Carti,GB,77,True,112992,0.643,0.686,6,-5.977,0,0.0445,0.0141,0.00018,0.0722,0.15,143.989,4
"Playboi Carti, Travis Scott",GB,77,True,185706,0.823,0.694,11,-6.638,1,0.0674,0.0778,0.0,0.117,0.404,145.04,4
"Playboi Carti, Skepta",GB,76,True,135275,0.855,0.64,0,-5.936,1,0.204,0.00418,1.9e-06,0.0948,0.432,142.0,4
Chappell Roan,GB,93,False,218423,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4
Sleep Token,GB,70,False,386253,0.517,0.584,4,-6.729,0,0.035,0.0225,7.57e-05,0.0826,0.162,126.106,4
Sabrina Carpenter,GB,90,False,157279,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4
Sabrina Carpenter,GB,89,True,186612,0.727,0.755,7,-5.152,1,0.036,0.17,0.0,0.101,0.903,117.015,4
"Playboi Carti, Kendrick Lamar, Jhené Aiko",GB,76,True,190053,0.766,0.694,8,-5.378,1,0.0431,0.0801,0.00779,0.0901,0.212,142.038,4
"Playboi Carti, Kendrick Lamar",GB,76,True,190373,0.744,0.679,0,-7.375,1,0.219,0.0197,3.68e-06,0.856,0.397,145.041,4
Tate McRae,GB,85,False,165045,0.861,0.815,11,-3.672,0,0.0342,0.0527,0.00127,0.1,0.897,106.986,4
"Lady Gaga, Bruno Mars",GB,80,False,251667,0.519,0.601,6,-7.727,0,0.0317,0.289,0.0,0.126,0.498,157.964,3
